case_id,topology,branch_inlet_config,num_branches,heads_per_branch,active_heads,total_flow_lpm,inlet_pressure_mpa,bead_height_mm,bead_height_std_mm,defect_count,p_bead,mc_iterations,terminal_pressure_mpa,pressure_margin_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,required_extra_inlet_pressure_mpa,worst_branch_index,mean_terminal_mpa,std_terminal_mpa,P5_terminal_mpa,P50_terminal_mpa,P95_terminal_mpa,fail_rate,fail_rate_CI95_low,fail_rate_CI95_high
S2b,tree,80A-65A,4,8,32,2560.0,0.58,2.5,1.25,2,,10000,,,,,,,,,0.14419560729700034,0.0053111459834451575,0.13567874975245042,0.14588778830697305,0.14727675095444595,0.0011,0.0006143442571264699,0.001968823393188985
S2b,tree,80A-65A,4,8,32,2560.0,0.58,2.5,1.25,4,,10000,,,,,,,,,0.1413973940935544,0.006529066544781447,0.12987330580485767,0.14302976661469588,0.14727675095444595,0.0027,0.0018563179891469945,0.003925620821239607
S2b,tree,80A-65A,4,8,32,2560.0,0.58,2.5,1.25,8,,10000,,,,,,,,,0.13609701806277336,0.008202329717804619,0.1207048778644419,0.13800483546355286,0.14496641951427824,0.0051,0.003881291717961065,0.006698803832532257
S2b,tree,80A-65A,4,8,32,2560.0,0.58,0.0,0.0,0,,0,0.14727675095444595,,,,,,,,0.14727675095444595,0.0,,,,0.0,,
S2b,tree,80A-65A,4,8,32,2560.0,0.58,3.0,1.5,1,,10000,,,,,,,,,0.14493334482844067,0.005744525778790012,0.13664740908595574,0.14727675095444595,0.14727675095444595,0.0021,0.0013739811491914563,0.0032084184761684647
S2b,tree,80A-65A,4,8,32,2560.0,0.58,3.0,1.5,2,,10000,,,,,,,,,0.1426149259245791,0.008734482200142779,0.13047817083032834,0.14507018621578882,0.14727675095444595,0.0069,0.0054561819856916854,0.008722531119881676
S2b,tree,80A-65A,4,8,32,2560.0,0.58,3.0,1.5,4,,10000,,,,,,,,,0.13812157123648047,0.011535716190123802,0.11991772967617126,0.14107127082707913,0.14727675095444595,0.0125,0.010501982950160282,0.014872429215662097
S2b,tree,80A-65A,4,8,32,2560.0,0.58,3.0,1.5,8,,10000,,,,,,,,,0.12978271874896743,0.01616554687945931,0.104701235085173,0.13356935904027556,0.14364225486202306,0.0384,0.03480747888342274,0.04234704143605131
S2b,tree,80A-65A,4,8,32,2560.0,0.6,0.0,0.0,0,,0,0.1672767509544459,,,,,,,,0.1672767509544459,0.0,,,,0.0,,
S2b,tree,80A-65A,4,8,32,2560.0,0.6,1.5,0.75,1,,10000,,,,,,,,,0.16673149242024507,0.0012229950870582668,0.16433285909145234,0.1672767509544459,0.1672767509544459,0.0,0.0,0.00038401247776654115
S2b,tree,80A-65A,4,8,32,2560.0,0.6,1.5,0.75,2,,10000,,,,,,,,,0.16618434988193248,0.001672217308862388,0.1628583593740448,0.16711257412533037,0.1672767509544459,0.0,0.0,0.00038401247776654115
