case_id,topology,branch_inlet_config,num_branches,heads_per_branch,active_heads,total_flow_lpm,inlet_pressure_mpa,bead_height_mm,bead_height_std_mm,defect_count,p_bead,mc_iterations,terminal_pressure_mpa,pressure_margin_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,required_extra_inlet_pressure_mpa,worst_branch_index,ranking_or_location_id,mean_terminal_mpa,std_terminal_mpa,P5_terminal_mpa,P50_terminal_mpa,P95_terminal_mpa,fail_rate,fail_rate_CI95_low,fail_rate_CI95_high,loss_bead_ratio_pct,terminal_B_mpa,improvement_pct
D1,tree,80A-65A,4,8,32,2560.0,0.7,2.0,,,,,0.24739076716248798,0.14739076716248797,True,0.114858,0.317865,0.019886,0.0,3,,,,,,,,,,4.393635515415818,0.2672767509544459,8.038288582894722
D1,tree,80A-65A,4,8,32,2560.0,0.7,2.5,,,,,0.24016202965936795,0.14016202965936794,True,0.114858,0.317865,0.027115,0.0,3,,,,,,,,,,5.896642241160326,0.2672767509544459,11.290178274032717
D1,tree,80A-65A,4,8,32,2560.0,0.7,3.0,,,,,0.23158551633872942,0.13158551633872942,True,0.114858,0.317865,0.035691,0.0,3,,,,,,,,,,7.619533819925518,0.2672767509544459,15.411686870569477
D1,tree,80A-65A,4,8,32,2560.0,0.8,0.0,,,,,0.367276750954446,0.26727675095444603,True,0.114858,0.317865,0.0,0.0,3,,,,,,,,,,0.0,0.367276750954446,0.0
D1,tree,80A-65A,4,8,32,2560.0,0.8,0.5,,,,,0.3633380478780762,0.26333804787807624,True,0.114858,0.317865,0.003939,0.0,3,,,,,,,,,,0.9020708080607308,0.367276750954446,1.0840326520638657
D1,tree,80A-65A,4,8,32,2560.0,0.8,1.0,,,,,0.35879893832207277,0.2587989383220728,True,0.114858,0.317865,0.008478,0.0,3,,,,,,,,,,1.921572891904975,0.367276750954446,2.362831025091608
D1,tree,80A-65A,4,8,32,2560.0,0.8,1.5,,,,,0.3535356155066933,0.25353561550669335,True,0.114858,0.317865,0.013741,0.0,3,,,,,,,,,,3.077737100036476,0.367276750954446,3.886775432245674
D1,tree,80A-65A,4,8,32,2560.0,0.8,2.0,,,,,0.3473907671624881,0.24739076716248812,True,0.114858,0.317865,0.019886,0.0,3,,,,,,,,,,4.393635515415819,0.367276750954446,5.72438466179973
D1,tree,80A-65A,4,8,32,2560.0,0.8,2.5,,,,,0.340162029659368,0.24016202965936798,True,0.114858,0.317865,0.027115,0.0,3,,,,,,,,,,5.896642241160325,0.367276750954446,7.971119328700564
D1,tree,80A-65A,4,8,32,2560.0,0.8,3.0,,,,,0.33158551633872957,0.23158551633872956,True,0.114858,0.317865,0.035691,0.0,3,,,,,,,,,,7.61953381992552,0.367276750954446,10.76380989429473
D1,tree,80A-65A,4,8,32,2560.0,1.0,0.0,,,,,0.5672767509544461,0.4672767509544461,True,0.114858,0.317865,0.0,0.0,3,,,,,,,,,,0.0,0.5672767509544461,0.0
D1,tree,80A-65A,4,8,32,2560.0,1.0,0.5,,,,,0.5633380478780762,0.4633380478780762,True,0.114858,0.317865,0.003939,0.0,3,,,,,,,,,,0.9020708080607308,0.5672767509544461,0.6991722095118198
D1,tree,80A-65A,4,8,32,2560.0,1.0,1.0,,,,,0.5587989383220728,0.45879893832207286,True,0.114858,0.317865,0.008478,0.0,3,,,,,,,,,,1.9215728919049755,0.5672767509544461,1.5171490228363522
D1,tree,80A-65A,4,8,32,2560.0,1.0,1.5,,,,,0.5535356155066933,0.4535356155066933,True,0.114858,0.317865,0.013741,0.0,3,,,,,,,,,,3.077737100036476,0.5672767509544461,2.482430229024105
D1,tree,80A-65A,4,8,32,2560.0,1.0,2.0,,,,,0.547390767162488,0.44739076716248805,True,0.114858,0.317865,0.019886,0.0,3,,,,,,,,,,4.393635515415818,0.5672767509544461,3.63286795921698
D1,tree,80A-65A,4,8,32,2560.0,1.0,2.5,,,,,0.540162029659368,0.440162029659368,True,0.114858,0.317865,0.027115,0.0,3,,,,,,,,,,5.896642241160326,0.5672767509544461,5.019738487019704
D1,tree,80A-65A,4,8,32,2560.0,1.0,3.0,,,,,0.5315855163387295,0.43158551633872955,True,0.114858,0.317865,0.035691,0.0,3,,,,,,,,,,7.61953381992552,0.5672767509544461,6.7141096810797745
