campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pressure_margin_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,cross_main_loss_mpa,tee_split_loss_mpa,equipment_loss_mpa
A1,bi,2560.0,0.549687,2,2.0,0.08667206331767126,-0.013327936682328748,FAIL,0.108483,0.3505389964309059,0.003994,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,3,2.0,0.08539979265463894,-0.014600207345361063,FAIL,0.108483,0.3505389964309059,0.005266,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,4,2.0,0.08212114828664487,-0.01787885171335514,FAIL,0.108483,0.3505389964309059,0.008544,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,0,2.5,0.0906655795655227,-0.009334420434477311,FAIL,0.108483,0.3505389964309059,0.0,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,1,2.5,0.08768023815081162,-0.012319761849188385,FAIL,0.108483,0.3505389964309059,0.002985,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,2,2.5,0.08539458613017349,-0.014605413869826514,FAIL,0.108483,0.3505389964309059,0.005271,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,3,2.5,0.08371533158439849,-0.016284668415601514,FAIL,0.108483,0.3505389964309059,0.00695,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,4,2.5,0.0793080859110288,-0.02069191408897121,FAIL,0.108483,0.3505389964309059,0.011357,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,0,3.0,0.0906655795655227,-0.009334420434477311,FAIL,0.108483,0.3505389964309059,0.0,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,1,3.0,0.08687639357569533,-0.01312360642430467,FAIL,0.108483,0.3505389964309059,0.003789,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,2,3.0,0.08397529805223376,-0.016024701947766243,FAIL,0.108483,0.3505389964309059,0.00669,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,3,3.0,0.08184388093295587,-0.018156119067044132,FAIL,0.108483,0.3505389964309059,0.008822,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,4,3.0,0.07613929279298308,-0.023860707207016926,FAIL,0.108483,0.3505389964309059,0.014526,0.0029422567018097677,0.04243046206610476,0.08366353436480117
